"RecordIDS","AverageConsistency","Release_Date -Consistency","Release_Date -Values","Album_Genres-Consistency","Album_Genres-Values","Track_Name-Consistency","Track_Name-Values","Album_Name-Consistency","Album_Name-Values","Artists-Consistency","Artists-Values","Duration-Consistency","Duration-Values","Tempo-Consistency","Tempo-Values","Album_Type-Consistency","Album_Type-Values"
"deezer_14791+spotify_21721","0.625","1.0","{2022-08-01T00:00|2022-08-01T00:00}","0.0","{[Aziatische Muziek]|[]}","1.0","{Hype Boy|Hype Boy}","1.0","{NewJeans 1st EP 'New Jeans'|NewJeans 1st EP 'New Jeans'}","1.0","{[newjeans]|[newjeans]}","1.0","{179.0|179.0}","0.0","{0.0|99.97599792480469}","0.0","{ep|single}"
"musico_5260+spotify_41691","0.875","1.0","{1990-01-01T00:00|1990-01-01T00:00}","0.0","{[dance pop]|[]}","1.0","{Feels Good|Feels Good}","1.0","{The Revival|The Revival}","1.0","{[tony! toni! toné!]|[tony! toni! toné!]}","1.0","{298.0}","1.0","{117.16999816894531}","1.0","{album|album}"
"musico_3832+spotify_4647","0.875","1.0","{1998-03-17T00:00|1998-03-17T00:00}","0.0","{[contemporary country]|[]}","1.0","{Lesson In Leavin'|Lesson In Leavin'}","1.0","{I'm Alright|I'm Alright}","1.0","{[jo dee messina]|[jo dee messina]}","1.0","{220.0}","1.0","{80.77100372314453}","1.0","{album|album}"
"musico_4265+spotify_40893","0.875","1.0","{1996-10-22T00:00|1996-10-22T00:00}","0.0","{[g funk]|[]}","1.0","{Bow Down|Bow Down}","1.0","{Bow Down|Bow Down}","1.0","{[westside connection]|[westside connection]}","1.0","{206.0}","1.0","{92.88500213623047}","1.0","{album|album}"
"musico_218+spotify_38022","0.875","1.0","{2017-02-10T00:00|2017-02-10T00:00}","0.0","{[contemporary country]|[]}","1.0","{Mercy|Mercy}","1.0","{Brett Young|Brett Young}","1.0","{[brett young]|[brett young]}","1.0","{217.0}","1.0","{71.95700073242188}","1.0","{album|album}"
"deezer_18177+musico_5014+spotify_41492","0.8333333333333334","0.6666666666666666","{1996-03-15T00:00|1991-09-24T00:00|1991-09-24T00:00}","0.0","{[Pop]|[album rock]|[]}","1.0","{Do I Have To Say The Words?|Do I Have To Say The Words?|Do I Have To Say The Words?}","1.0","{Waking Up The Neighbours|Waking Up The Neighbours|Waking Up The Neighbours}","1.0","{[bryan adams]|[bryan adams]|[bryan adams]}","1.0","{371.0|371.0}","1.0","{128.0|128.0989990234375}","1.0","{album|album|album}"
"musico_4836+spotify_41346","0.875","1.0","{1993-09-14T00:00|1993-09-14T00:00}","0.0","{[disco]|[]}","1.0","{Sunday Morning|Sunday Morning}","1.0","{Millennium|Millennium}","1.0","{[earth, wind & fire]|[earth, wind & fire]}","1.0","{251.0}","1.0","{159.29100036621094}","1.0","{album|album}"
"musico_4161+spotify_40816","0.875","1.0","{1998-01-13T00:00|1998-01-13T00:00}","0.0","{[east coast hip hop]|[]}","1.0","{Money, Power & Respect (feat. DMX & Lil' Kim)|Money, Power & Respect (feat. DMX & Lil' Kim)}","1.0","{Money, Power & Respect|Money, Power & Respect}","1.0","{[""lil kim"", the lox, dmx]|[the lox]}","1.0","{270.0}","1.0","{95.5469970703125}","1.0","{album|album}"
"deezer_8643+spotify_13850","0.625","1.0","{2001-10-16T00:00|2001-10-16T00:00}","0.0","{[Rock]|[]}","1.0","{Open Arms|Open Arms}","1.0","{The Essential Journey|The Essential Journey}","1.0","{[journey]|[journey]}","1.0","{198.0|198.0}","0.0","{102.0999984741211|75.33599853515625}","0.0","{album|compilation}"
"deezer_16801+spotify_8407","0.75","1.0","{2020-09-25T00:00|2020-09-25T00:00}","0.0","{[Dance]|[]}","1.0","{Don't Say Goodbye (feat. Tove Lo)|Don't Say Goodbye (feat. Tove Lo)}","1.0","{Don't Say Goodbye (feat. Tove Lo)|Don't Say Goodbye (feat. Tove Lo)}","1.0","{[alok, ilkay sencan, tove lo]|[alok, ilkay sencan, tove lo]}","1.0","{186.0|186.0}","0.0","{0.0|120.06199645996094}","1.0","{single|single}"
"musico_5313+spotify_41736","0.75","1.0","{2009-07-31T00:00|2009-07-31T00:00}","0.0","{[deep melodic hard rock]|[]}","0.0","{Chain Of Fools|Chain of Fools}","1.0","{Little Caesar|Little Caesar}","1.0","{[little caesar]|[little caesar]}","1.0","{328.0}","1.0","{116.13300323486328}","1.0","{album|album}"
"musico_5553+spotify_18613","0.875","1.0","{1988-09-02T00:00|1988-09-02T00:00}","0.0","{[boy band]|[]}","1.0","{I'll Be Loving You (Forever)|I'll Be Loving You (Forever)}","1.0","{Hangin' Tough|Hangin' Tough}","1.0","{[new kids on the block]|[new kids on the block]}","1.0","{263.0}","1.0","{134.7969970703125}","1.0","{album|album}"
"musico_1817+spotify_30215","0.875","1.0","{2009-10-12T00:00|2009-10-12T00:00}","0.0","{[alternative pop rock]|[]}","1.0","{Like We Used To|Like We Used To}","1.0","{On Your Side|On Your Side}","1.0","{[a rocket to the moon]|[a rocket to the moon]}","1.0","{203.0}","1.0","{170.11300659179688}","1.0","{album|album}"
"musico_3318+spotify_40236","0.875","1.0","{2002-12-13T00:00|2002-12-13T00:00}","0.0","{[conscious hip hop]|[]}","1.0","{Made You Look|Made You Look}","1.0","{God's Son|God's Son}","1.0","{[nas]|[nas]}","1.0","{203.0}","1.0","{95.43900299072266}","1.0","{album|album}"
"deezer_21004+musico_7990+spotify_958","0.875","1.0","{1977-05-14T00:00|1977-05-14T00:00|1977-05-14T00:00}","0.0","{[Rock]|[album rock]|[]}","1.0","{Barracuda|Barracuda|Barracuda}","1.0","{Little Queen|Little Queen|Little Queen}","1.0","{[heart]|[heart]|[heart]}","1.0","{261.0|261.0}","1.0","{136.39999389648438|137.14500427246094}","1.0","{album|album|album}"
"deezer_15889+spotify_12222","0.625","0.0","{2011-02-14T00:00|2011-01-01T00:00}","0.0","{[Pop]|[]}","1.0","{Never Say Never|Never Say Never}","1.0","{Never Say Never - The Remixes|Never Say Never - The Remixes}","1.0","{[justin bieber, jaden]|[justin bieber]}","1.0","{227.0|227.0}","0.0","{0.0|97.0479965209961}","1.0","{album|album}"
"deezer_14407+spotify_1607","0.625","1.0","{2022-03-03T00:00|2022-03-03T00:00}","0.0","{[Afrikaanse Muziek]|[]}","1.0","{Finesse|Finesse}","1.0","{Finesse|Finesse}","0.0","{[pheelz, bnxn]|[pheelz, bnxn fka buju]}","1.0","{155.0|155.0}","0.0","{0.0|102.04900360107422}","1.0","{single|single}"
"musico_953+spotify_38486","0.875","1.0","{2015-06-12T00:00|2015-06-12T00:00}","0.0","{[dance pop]|[]}","1.0","{Sparks|Sparks}","1.0","{Breathe In. Breathe Out. (Deluxe Version)|Breathe In. Breathe Out. (Deluxe Version)}","1.0","{[hilary duff]|[hilary duff]}","1.0","{185.0}","1.0","{122.01300048828125}","1.0","{album|album}"
"musico_6196+spotify_42520","0.875","1.0","{1989-10-21T00:00|1989-10-21T00:00}","0.0","{[dance pop]|[]}","1.0","{Dare Me|Dare Me}","1.0","{Best Of|Best Of}","1.0","{[the pointer sisters]|[the pointer sisters]}","1.0","{252.0}","1.0","{109.60299682617188}","1.0","{compilation|compilation}"
"musico_1220+spotify_38656","0.75","0.0","{2012-10-21T00:00|2012-10-22T00:00}","0.0","{[dance pop]|[]}","1.0","{22|22}","1.0","{Red (Big Machine Radio Release Special)|Red (Big Machine Radio Release Special)}","1.0","{[taylor swift]|[taylor swift]}","1.0","{232.0}","1.0","{103.98699951171875}","1.0","{album|album}"
"deezer_22725+musico_9499+spotify_13463","0.875","1.0","{1969-05-03T00:00|1969-05-03T00:00|1969-05-03T00:00}","0.0","{[Soul & Funk]|[classic rock]|[]}","1.0","{I Want to Take You Higher|I Want to Take You Higher|I Want to Take You Higher}","1.0","{Stand|Stand|Stand}","1.0","{[sly & the family stone]|[sly & the family stone]|[sly & the family stone]}","1.0","{322.0|322.0}","1.0","{102.5999984741211|102.77300262451172}","1.0","{album|album|album}"
"deezer_773+spotify_28046","0.875","1.0","{2002-11-17T00:00|2002-11-17T00:00}","0.0","{[Rock]|[]}","1.0","{Gasoline|Gasoline}","1.0","{Audioslave|Audioslave}","1.0","{[audioslave]|[audioslave]}","1.0","{279.0|279.0}","1.0","{93.30000305175781|92.72100067138672}","1.0","{album|album}"
"musico_3979+spotify_3316","0.875","1.0","{1998-08-18T00:00|1998-08-18T00:00}","0.0","{[alternative metal]|[]}","1.0","{Blue Monday|Blue Monday}","1.0","{Candyass|Candyass}","1.0","{[orgy]|[orgy]}","1.0","{267.0}","1.0","{129.83299255371094}","1.0","{album|album}"
"musico_8962+spotify_33109","0.875","1.0","{1972-01-01T00:00|1972-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Do It Again|Do It Again}","1.0","{Can't Buy A Thrill|Can't Buy A Thrill}","1.0","{[steely dan]|[steely dan]}","1.0","{356.0}","1.0","{124.5739974975586}","1.0","{album|album}"
"musico_3328+spotify_40243","0.875","1.0","{2003-01-01T00:00|2003-01-01T00:00}","0.0","{[deep pop r&b]|[]}","1.0","{Never|Never}","1.0","{Angel|Angel}","1.0","{[amanda perez]|[amanda perez]}","1.0","{253.0}","1.0","{96.00700378417969}","1.0","{album|album}"
"musico_4427+spotify_41014","0.875","1.0","{1996-01-01T00:00|1996-01-01T00:00}","0.0","{[hip house]|[]}","1.0","{Feel the Music|Feel the Music}","1.0","{Energy & Harmony|Energy & Harmony}","1.0","{[planet soul]|[planet soul]}","1.0","{352.0}","1.0","{132.06300354003906}","1.0","{album|album}"
"deezer_2226+musico_2392+spotify_20402+spotify_33838","0.7708333333333333","0.5","{2006-10-30T00:00|2006-01-01T00:00|2006-01-01T00:00|2008-01-01T00:00}","0.5","{[R&B]|[british soul]|[]|[]}","1.0","{Rehab|Rehab|Rehab|Rehab}","0.75","{Back To Black|Back To Black|Back To Black|Frank & Back To Black}","1.0","{[amy winehouse]|[amy winehouse]|[amy winehouse]|[amy winehouse]}","1.0","{213.0|213.0|213.0}","0.6666666666666666","{145.60000610351562|71.88099670410156|71.51499938964844}","0.75","{album|album|album|compilation}"
"deezer_771+musico_3163+spotify_30145","0.75","1.0","{2002-11-17T00:00|2002-11-17T00:00|2002-11-17T00:00}","0.0","{[Rock]|[alternative metal]|[]}","1.0","{Cochise|Cochise|Cochise}","1.0","{Audioslave|Audioslave|Audioslave}","1.0","{[audioslave]|[audioslave]|[audioslave]}","1.0","{222.0|222.0}","0.0","{160.89999389648438|80.4729995727539}","1.0","{album|album|album}"
"musico_6441+spotify_42728","0.75","1.0","{2011-10-07T00:00|2011-10-07T00:00}","0.0","{[album rock]|[]}","1.0","{Everytime You Go Away|Everytime You Go Away}","1.0","{Pure... Love|Pure... Love}","0.0","{[paul young]|[various artists]}","1.0","{322.0}","1.0","{82.11799621582031}","1.0","{compilation|compilation}"
"musico_2118+spotify_39346","0.875","1.0","{2008-06-06T00:00|2008-06-06T00:00}","0.0","{[contemporary country]|[]}","1.0","{Back When I Knew It All|Back When I Knew It All}","1.0","{Back When I Knew It All|Back When I Knew It All}","1.0","{[montgomery gentry]|[montgomery gentry]}","1.0","{237.0}","1.0","{124.0739974975586}","1.0","{album|album}"
"musico_1018+spotify_38526","0.875","1.0","{2013-09-10T00:00|2013-09-10T00:00}","0.0","{[australian country]|[]}","1.0","{Cop Car|Cop Car}","1.0","{Fuse (Deluxe)|Fuse (Deluxe)}","1.0","{[keith urban]|[keith urban]}","1.0","{256.0}","1.0","{154.03599548339844}","1.0","{album|album}"
"deezer_24150+spotify_11747","0.625","0.0","{2012-10-27T00:00|1963-11-22T00:00}","0.0","{[Rock]|[]}","0.0","{It Won't Be Long (Remastered 2009)|It Won't Be Long - Remastered 2009}","1.0","{With The Beatles (Remastered)|With The Beatles (Remastered)}","1.0","{[the beatles]|[the beatles]}","1.0","{133.0|133.0}","1.0","{132.08999633789062|133.11700439453125}","1.0","{album|album}"
"musico_5934+spotify_42285","0.625","1.0","{2012-03-06T00:00|2012-03-06T00:00}","0.0","{[classic canadian rock]|[]}","0.0","{Pop Goes The World|Pop Goes The World - Re-Record}","0.0","{Pop Goes The World|Pop Goes The World (Re-Record)}","1.0","{[men without hats]|[men without hats]}","1.0","{232.0}","1.0","{146.0}","1.0","{single|single}"
"deezer_19552+musico_6560+spotify_42832","0.8333333333333334","1.0","{1984-12-18T00:00|1984-12-18T00:00|1984-12-18T00:00}","0.0","{[Pop]|[adult standards]|[]}","0.6666666666666666","{Left In the Dark (Album Version)|Left In the Dark|Left In the Dark}","1.0","{Emotion|Emotion|Emotion}","1.0","{[barbra streisand]|[barbra streisand]|[barbra streisand]}","1.0","{429.0|429.0}","1.0","{123.0|122.29199981689453}","1.0","{album|album|album}"
"musico_5811+spotify_42171","0.875","1.0","{1988-01-01T00:00|1988-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Take It on the Run|Take It on the Run}","1.0","{The Hits|The Hits}","1.0","{[reo speedwagon]|[reo speedwagon]}","1.0","{240.0}","1.0","{77.76000213623047}","1.0","{compilation|compilation}"
"musico_11264+spotify_20691","0.875","1.0","{1996-01-01T00:00|1996-01-01T00:00}","0.0","{[east coast hip hop]|[]}","1.0","{I'll Be|I'll Be}","1.0","{Ill Na Na|Ill Na Na}","1.0","{[foxy brown, jay z]|[foxy brown]}","1.0","{178.0}","1.0","{105.98600006103516}","1.0","{album|album}"
"deezer_477+spotify_25652","0.875","1.0","{2004-01-27T00:00|2004-01-27T00:00}","0.0","{[Rap/Hip Hop]|[]}","1.0","{Slow Jamz (feat. Kanye West & Jamie Foxx)|Slow Jamz (feat. Kanye West & Jamie Foxx)}","1.0","{Kamikaze|Kamikaze}","1.0","{[twista, kanye west, jamie foxx]|[twista]}","1.0","{212.0|212.0}","1.0","{145.10000610351562|145.1580047607422}","1.0","{album|album}"
"deezer_25101+spotify_20386","0.75","0.0","{2001-01-01T00:00|2001-05-01T00:00}","0.0","{[Pop]|[]}","1.0","{Independent Women, Pt. 1|Independent Women, Pt. 1}","1.0","{Survivor|Survivor}","1.0","{[""destinys child""]|[""destinys child""]}","1.0","{221.0|221.0}","1.0","{97.97000122070312|97.9540023803711}","1.0","{album|album}"
"musico_430+spotify_38178","0.875","1.0","{2016-11-25T00:00|2016-11-25T00:00}","0.0","{[canadian contemporary r&b]|[]}","1.0","{Reminder|Reminder}","1.0","{Starboy|Starboy}","1.0","{[the weeknd]|[the weeknd]}","1.0","{218.0}","1.0","{160.05299377441406}","1.0","{album|album}"
"musico_5519+spotify_41917","0.875","1.0","{1989-09-25T00:00|1989-09-25T00:00}","0.0","{[dance rock]|[]}","1.0","{Advice For The Young At Heart|Advice For The Young At Heart}","1.0","{The Seeds Of Love|The Seeds Of Love}","1.0","{[tears for fears]|[tears for fears]}","1.0","{290.0}","1.0","{122.47799682617188}","1.0","{album|album}"
"musico_2915+spotify_39941","0.875","1.0","{2005-03-03T00:00|2005-03-03T00:00}","0.0","{[east coast hip hop]|[]}","1.0","{Outta Control|Outta Control}","1.0","{The Massacre|The Massacre}","1.0","{[50 cent]|[50 cent]}","1.0","{201.0}","1.0","{96.03600311279297}","1.0","{album|album}"
"deezer_1239+musico_3592+spotify_36316","0.8333333333333334","0.6666666666666666","{2000-07-11T00:00|2000-01-01T00:00|2000-01-01T00:00}","0.0","{[Pop]|[alternative metal]|[]}","1.0","{Here's to the Night|Here's to the Night|Here's to the Night}","1.0","{Horrorscope|Horrorscope|Horrorscope}","1.0","{[eve 6]|[eve 6]|[eve 6]}","1.0","{249.0|249.0}","1.0","{97.51000213623047|97.46900177001953}","1.0","{album|album|album}"
"deezer_5235+musico_3148+spotify_40114","0.7916666666666666","0.6666666666666666","{2004-10-20T00:00|2004-01-01T00:00|2004-10-20T00:00}","0.6666666666666666","{[]|[-]|[]}","1.0","{Last Train Home|Last Train Home|Last Train Home}","1.0","{Start Something|Start Something|Start Something}","1.0","{[lostprophets]|[lostprophets]|[lostprophets]}","1.0","{275.0|275.0}","0.0","{204.6999969482422|102.3740005493164}","1.0","{album|album}"
"musico_5831+spotify_31482","0.875","1.0","{1987-01-01T00:00|1987-01-01T00:00}","0.0","{[album rock]|[]}","1.0","{Dude (Looks Like A Lady)|Dude (Looks Like A Lady)}","1.0","{Permanent Vacation|Permanent Vacation}","1.0","{[aerosmith]|[aerosmith]}","1.0","{265.0}","1.0","{126.29399871826172}","1.0","{album|album}"
"musico_5078+spotify_41543","0.875","1.0","{1992-06-03T00:00|1992-06-03T00:00}","0.0","{[folk]|[]}","1.0","{Galileo|Galileo}","1.0","{Rites Of Passage (Expanded Edition)|Rites Of Passage (Expanded Edition)}","1.0","{[indigo girls]|[indigo girls]}","1.0","{252.0}","1.0","{102.50399780273438}","1.0","{album|album}"
"musico_1447+spotify_38820","0.875","1.0","{2011-02-08T00:00|2011-02-08T00:00}","0.0","{[contemporary country]|[]}","1.0","{I Got You|I Got You}","1.0","{Thompson Square|Thompson Square}","1.0","{[thompson square]|[thompson square]}","1.0","{183.0}","1.0","{127.04000091552734}","1.0","{album|album}"
"musico_2639+spotify_5836","0.875","1.0","{2005-01-01T00:00|2005-01-01T00:00}","0.0","{[dance pop]|[]}","1.0","{Be Without You - Kendu Mix|Be Without You - Kendu Mix}","1.0","{The Breakthrough|The Breakthrough}","1.0","{[mary j. blige]|[mary j. blige]}","1.0","{246.0}","1.0","{146.5590057373047}","1.0","{album|album}"
"musico_5509+spotify_41910","0.875","1.0","{1989-01-01T00:00|1989-01-01T00:00}","0.0","{[disco]|[]}","1.0","{Real Love|Real Love}","1.0","{Larger Than Life|Larger Than Life}","1.0","{[jody watley, louil silas jr.]|[jody watley]}","1.0","{261.0}","1.0","{109.16500091552734}","1.0","{album|album}"
"deezer_16734+spotify_4596","0.875","1.0","{2015-04-21T00:00|2015-04-21T00:00}","1.0","{[]|[]}","1.0","{Three Wooden Crosses|Three Wooden Crosses}","1.0","{On the Other Hand - All the Number Ones|On the Other Hand - All the Number Ones}","1.0","{[randy travis]|[randy travis]}","1.0","{201.0|201.0}","1.0","{157.8000030517578|158.1790008544922}","0.0","{album|compilation}"
"deezer_3057+spotify_16342","0.75","0.0","{2000-06-19T00:00|1972-02-25T00:00}","1.0","{[]|[]}","1.0","{Pink Moon|Pink Moon}","1.0","{Pink Moon|Pink Moon}","1.0","{[nick drake]|[nick drake]}","1.0","{120.0|124.0}","0.0","{164.10000610351562|82.34400177001953}","1.0","{album}"
"musico_6219+spotify_42538","0.875","1.0","{2014-08-11T00:00|2014-08-11T00:00}","0.0","{[disco]|[]}","1.0","{Operator|Operator}","1.0","{The Best of Midnight Star|The Best of Midnight Star}","1.0","{[midnight star]|[midnight star]}","1.0","{465.0}","1.0","{119.93299865722656}","1.0","{compilation|compilation}"
"deezer_15929+musico_2077+spotify_39313","0.75","1.0","{2008-06-24T00:00|2008-06-24T00:00|2008-06-24T00:00}","0.0","{[Rock]|[alternative metal]|[]}","1.0","{Sound of Madness|Sound of Madness|Sound of Madness}","1.0","{The Sound of Madness|The Sound of Madness|The Sound of Madness}","1.0","{[shinedown]|[shinedown]|[shinedown]}","1.0","{234.0|233.0}","0.0","{92.9000015258789|185.9709930419922}","1.0","{album|album|album}"
"deezer_17531+spotify_308","0.75","1.0","{2022-10-07T00:00|2022-10-07T00:00}","0.0","{[Dance]|[]}","1.0","{All By Myself|All By Myself}","1.0","{All By Myself|All By Myself}","1.0","{[alok, sigala, ellie goulding]|[alok, sigala, ellie goulding]}","1.0","{171.0|171.0}","0.0","{0.0|123.04100036621094}","1.0","{single|single}"
"deezer_14334+musico_153+spotify_37980","0.7083333333333333","0.6666666666666666","{2019-06-28T00:00|2018-10-19T00:00|2018-10-19T00:00}","0.0","{[Rap/Hip Hop]|[rap conscient]|[]}","1.0","{Noticed|Noticed|Noticed}","1.0","{Northsbest (Extended)|Northsbest (Extended)|Northsbest (Extended)}","1.0","{[lil mosey]|[lil mosey]|[lil mosey]}","1.0","{165.0|165.0}","0.0","{160.25|79.99199676513672}","1.0","{album|album|album}"
"deezer_21035+spotify_15611","0.75","1.0","{2022-09-30T00:00|2022-09-30T00:00}","0.0","{[Alternative, Folk]|[]}","1.0","{Turning Onto You|Turning Onto You}","1.0","{Turning Onto You|Turning Onto You}","1.0","{[first aid kit]|[first aid kit]}","1.0","{201.0|201.0}","0.0","{0.0|159.89599609375}","1.0","{single|single}"
"deezer_15094+spotify_12458","0.75","0.0","{2014-06-02T00:00|2014-01-01T00:00}","0.0","{[Pop]|[]}","1.0","{Love Runs Out|Love Runs Out}","1.0","{Native|Native}","1.0","{[onerepublic]|[onerepublic]}","1.0","{224.0|224.0}","1.0","{119.80000305175781|120.02200317382812}","1.0","{album|album}"
"deezer_15341+musico_1211+spotify_12984+spotify_38647","0.78125","0.5","{2012-09-27T00:00|2012-12-11T00:00|2012-01-01T00:00|2012-12-11T00:00}","0.5","{[Pop]|[dance pop]|[]|[]}","1.0","{Diamonds|Diamonds|Diamonds|Diamonds}","0.5","{Diamonds|Unapologetic (Deluxe)|Unapologetic (Edited Version)|Unapologetic (Deluxe)}","1.0","{[rihanna]|[rihanna]|[rihanna]|[rihanna]}","1.0","{225.0|225.0|225.0}","1.0","{92.08000183105469|91.97200012207031|91.97200012207031}","0.75","{single|album|album|album}"
"deezer_14918+musico_865+spotify_38427","0.9583333333333333","1.0","{2014-09-22T00:00|2014-09-22T00:00|2014-09-22T00:00}","0.6666666666666666","{[]|[contemporary country]|[]}","1.0","{Save It for a Rainy Day|Save It for a Rainy Day|Save It for a Rainy Day}","1.0","{The Big Revival|The Big Revival|The Big Revival}","1.0","{[kenny chesney]|[kenny chesney]|[kenny chesney]}","1.0","{182.0|182.0}","1.0","{154.8000030517578|154.88900756835938}","1.0","{album|album|album}"
"musico_2905+spotify_39932","0.875","1.0","{2005-01-01T00:00|2005-01-01T00:00}","0.0","{[dance pop]|[]}","1.0","{Tell Me|Tell Me}","1.0","{Disturbing Tha Peace Presents Bobby Valentino|Disturbing Tha Peace Presents Bobby Valentino}","1.0","{[bobby v.]|[bobby v.]}","1.0","{260.0}","1.0","{95.03800201416016}","1.0","{album|album}"
"musico_1773+spotify_25771","0.875","1.0","{2008-01-01T00:00|2008-01-01T00:00}","0.0","{[dance pop]|[]}","1.0","{Pocketful of Sunshine|Pocketful of Sunshine}","1.0","{Strip Me Away|Strip Me Away}","1.0","{[natasha bedingfield]|[natasha bedingfield]}","1.0","{203.0}","1.0","{110.01899719238281}","1.0","{album|album}"
"deezer_16813+spotify_5570","0.75","0.0","{2016-05-20T00:00|2016-05-21T00:00}","1.0","{[]|[]}","1.0","{Why I Love You|Why I Love You}","1.0","{Why I Love You - Single|Why I Love You - Single}","1.0","{[major.]|[major.]}","1.0","{235.0|235.0}","0.0","{113.58000183105469|80.35399627685547}","1.0","{single|single}"
"musico_3151+spotify_40116","0.875","1.0","{2003-08-22T00:00|2003-08-22T00:00}","0.0","{[gospel r&b]|[]}","1.0","{Flying Without Wings|Flying Without Wings}","1.0","{Soulful|Soulful}","1.0","{[ruben studdard]|[ruben studdard]}","1.0","{226.0}","1.0","{146.0489959716797}","1.0","{album|album}"
"musico_4702+spotify_41238","0.875","1.0","{1994-01-18T00:00|1994-01-18T00:00}","0.0","{[contemporary country]|[]}","1.0","{Wink|Wink}","1.0","{No Doubt About It|No Doubt About It}","1.0","{[neal mccoy]|[neal mccoy]}","1.0","{162.0}","1.0","{117.64399719238281}","1.0","{album|album}"
"deezer_15164+musico_1120+spotify_38588","0.8333333333333334","0.6666666666666666","{2013-05-14T00:00|2013-01-01T00:00|2013-01-01T00:00}","0.0","{[Pop]|[dance pop]|[]}","1.0","{Neon Lights|Neon Lights|Neon Lights}","1.0","{Demi|Demi|Demi}","1.0","{[demi lovato]|[demi lovato]|[demi lovato]}","1.0","{233.0|233.0}","1.0","{126.0|125.9280014038086}","1.0","{album|album|album}"
"musico_554+spotify_11938","0.75","0.0","{2016-06-24T00:00|2015-11-20T00:00}","0.0","{[british soul]|[]}","1.0","{All I Ask|All I Ask}","1.0","{25|25}","1.0","{[adele]|[adele]}","1.0","{271.0}","1.0","{141.91600036621094}","1.0","{album|album}"
"musico_4171+spotify_40823","0.875","1.0","{1997-09-29T00:00|1997-09-29T00:00}","0.0","{[album rock]|[]}","1.0","{Saint Of Me|Saint Of Me}","1.0","{Bridges To Babylon (Remastered)|Bridges To Babylon (Remastered)}","1.0","{[the rolling stones]|[the rolling stones]}","1.0","{314.0}","1.0","{121.54100036621094}","1.0","{album|album}"
"musico_2132+spotify_31267","0.875","1.0","{2009-01-01T00:00|2009-01-01T00:00}","0.0","{[indie pop rap]|[]}","1.0","{I Love College|I Love College}","1.0","{Asleep In The Bread Aisle|Asleep In The Bread Aisle}","1.0","{[asher roth]|[asher roth]}","1.0","{241.0}","1.0","{86.44400024414062}","1.0","{album|album}"
"deezer_23270+spotify_12900","0.75","0.0","{2018-06-08T00:00|2017-06-09T00:00}","0.0","{[Pop]|[]}","1.0","{Chained To The Rhythm|Chained To The Rhythm}","1.0","{Witness (Deluxe)|Witness (Deluxe)}","1.0","{[katy perry, skip marley]|[katy perry]}","1.0","{237.0|237.0}","1.0","{95.04000091552734|95.02899932861328}","1.0","{album|album}"
"deezer_16321+musico_5054+spotify_17874+spotify_2831","0.8645833333333333","1.0","{1991-09-24T00:00|1991-09-24T00:00|1991-09-24T00:00|1991-09-24T00:00}","0.5","{[Alternative]|[alternative rock]|[]|[]}","1.0","{Give It Away|Give It Away|Give It Away|Give It Away}","0.75","{Blood Sugar Sex Magik (Deluxe Edition)|Blood Sugar Sex Magik (Deluxe Edition)|Blood Sugar Sex Magik|Blood Sugar Sex Magik (Deluxe Edition)}","1.0","{[red hot chili peppers]|[red hot chili peppers]|[red hot chili peppers]|[red hot chili peppers]}","1.0","{282.0|284.0|282.0}","0.6666666666666666","{182.94000244140625|91.55799865722656|91.5770034790039}","1.0","{album|album|album|album}"
"musico_4121+spotify_40783","0.75","0.0","{1997-09-03T00:00|1997-09-16T00:00}","0.0","{[dance pop]|[]}","1.0","{My All|My All}","1.0","{Butterfly|Butterfly}","1.0","{[mariah carey]|[mariah carey]}","1.0","{230.0}","1.0","{108.12200164794922}","1.0","{album|album}"
"musico_3101+spotify_40082","0.75","1.0","{2005-03-28T00:00|2005-03-28T00:00}","0.0","{[dance pop]|[]}","1.0","{Who Is She 2 U|Who Is She 2 U}","0.0","{The Best Of Brandy (International Release)|The Best of Brandy}","1.0","{[brandy]|[brandy]}","1.0","{283.0}","1.0","{90.86100006103516}","1.0","{compilation|compilation}"
"musico_5924+spotify_42276","0.875","1.0","{1987-10-01T00:00|1987-10-01T00:00}","0.0","{[disco]|[]}","1.0","{Thinking of You|Thinking of You}","1.0","{Touch The World|Touch The World}","1.0","{[earth, wind & fire]|[earth, wind & fire]}","1.0","{281.0}","1.0","{116.1240005493164}","1.0","{album|album}"
"deezer_12530+spotify_2905","0.875","0.0","{2009-05-14T00:00|2009-01-01T00:00}","1.0","{[]|[]}","1.0","{Little Secrets|Little Secrets}","1.0","{Manners|Manners}","1.0","{[passion pit]|[passion pit]}","1.0","{239.0|238.0}","1.0","{99.9000015258789|99.88800048828125}","1.0","{album}"
"musico_3805+spotify_25521","0.75","0.0","{1999-01-01T00:00|1999-11-09T00:00}","0.0","{[hip hop]|[]}","1.0","{Get It On Tonite|Get It On Tonite}","1.0","{Get It On...Tonite|Get It On...Tonite}","1.0","{[montell jordan]|[montell jordan]}","1.0","{276.0}","1.0","{99.0}","1.0","{album|album}"
